video_name,f-init,n-frames,video-frames,label-idx
0_BvBpwDMpU,0,1429,1427,Using the pommel horse
0BXBfSWIR2k,9,84,167,Windsurfing
_0CqozZun3U,3618,4973,8818,Removing ice from car
0CTnYEE7rdo,55,152,4443,Skateboarding
0cYB-WFrVxk,0,224049,224052,Waterskiing
0-CYG7bH54A,1143,1697,3144,Preparing pasta
0D9EmyHxhcg,770,4722,5827,Rollerblading
0DEF7Mp7ZP4,0,4024,4264,Playing blackjack
0dgmG3h9RLA,15,78,1174,Playing bagpipes
0dkIuFFlLRM,485,286,2270,Spinning
0e7-mNDgIXw,137,45,4884,Skiing
0EbXjHsMBmM,0,4942,6236,Waxing skis
0EDEA8dZeGo,456,193,3354,Waterskiing
--0edUL8zmA,136,2031,2303,Dodgeball
0-F3q8Aj9Zk,48,213,6214,High jump
0fNBm46reNg,5,2487,2668,Spread mulch
0FTaJwbFdZI,158,4543,5089,Belly dance
0fw8it7Gj7k,102,2450,4889,Polishing forniture
0gA_3BAxtVM,279,4877,5269,BMX
0gkxTQGR6zI,0,954,964,Ping-pong
0gm_g4rYCic,5,3387,3588,Rafting
0_GpcrCLdag,16480,3008,84140,Having an ice cream
0GpNcvAVWVg,1349,262,5818,Fun sliding down
0Gr4aKQzGYk,901,796,2018,Getting a piercing
0hfKWxuVT5k,166,6942,7104,Canoeing
0HrPpZa_xv8,2521,17159,21029,Calf roping
0hWGSkDnRHA,48,195,6249,Playing water polo
-0i3BpAQAgE,47,68,1909,Rock-paper-scissors
0IFJNGqjsUQ,380,237,3537,Walking the dog
_0IkiqDouX8,363,2987,3762,Surfing
0IN40z63WAU,0,2722,5798,Elliptical trainer
0_IShglbOQ4,364,1995,2359,Cutting the grass
0ivHmKR8cUw,405,2030,2760,Mixing drinks
0IxId05Eo6k,25701,18197,85216,Tug of war
0J55EGFLglQ,156,438,593,Futsal
0j9TxzwRr6E,200,160345,176830,Table soccer
0jBwj0bfZ3Y,35,782,837,Playing kickball
0JpULUYPDX0,321,2105,3000,Tennis serve with ball bouncing
0jrThYemNLs,100,1303,1533,Doing fencing
0K1SrDmREzs,30,1506,1575,Discus throw
0-kEI13BtcY,1723,147,4741,Spread mulch
0kfJ7Lu4tvo,1387,155,5537,Changing car wheel
0KwSF8NdEug,3408,1171,5220,Baking cookies
0kykNR9FUWU,13,2905,2924,Using the balance beam
0L959X4oxaY,933,635,1767,Snow tubing
0LebHO3TvzE,377,171,554,Kayaking
0lYwrXV1R3A,2277,1371,3652,Playing ice hockey
0m63LNVHP1U,396,2920,4097,Swinging at the playground
0McanL-Gob8,326,6019,6853,Getting a tattoo
0Mn0gxECBLA,327,962,1888,Mowing the lawn
_0mR06FcftE,0,3561,3729,Cleaning sink
0MtST08F2Xc,0,552,552,Raking leaves
0MyaFtXcTKI,1189,50,5447,Fun sliding down
-0NfmccuL9Q,625,5748,6459,Changing car wheel
0O589B9zr84,1811,750,3442,Hand washing clothes
0OxOI3sAIrM,626,899,1930,Doing crunches
0p3JN4KJsUs,391,2223,2914,Ballet
0PbmXOVIwGc,85,1924,2058,Grooming horse
0pGXfomqurw,1185,1973,3915,Elliptical trainer
0PnAEoMx-v0,176,1816,2867,Playing guitarra
0pxONuRdIAY,2344,838,4406,Applying sunscreen
0PyY_iHBZHk,1632,863,2623,Playing water polo
0Q9RHSEFeMI,349,4407,4990,Doing step aerobics
0QDPpdms08g,0,2875,2866,Doing kickboxing
0Qed9-9yp9Q,1177,515,5238,Hammer throw
0qTzoVjsMpQ,6248,306,6763,Smoking hookah
0QyHaXliXKs,1393,244,4748,Sumo
0rDb-zfhH0E,2284,3619,6025,Doing karate
0rDLcTmgzGQ,3768,126460,134207,Playing polo
0-ReTddxkhg,84,664,749,Gargling mouthwash
0RUMAGGab1k,672,2147,3728,Playing harmonica
0RUs80IYF38,4,47,709,Calf roping
0rX2f0H3AaA,236,84,1996,Installing carpet
0RZ5_8VD4vc,0,930,1195,Roof shingle removal
0S0fNrI4oVs,51911,12859,85838,Doing fencing
_0sDAdyMtnk,7287,10241,126250,Playing violin
0SmA1cGocz4,1083,152,5136,Blow-drying hair
0T14tLwBafQ,2586,26005,38452,Playing beach volleyball
0T1FKHx3yOk,549,557,5693,Sumo
0tJ7eW6TKKM,5,3686,4770,Running a marathon
0UcBldDI0RA,0,4230,4690,Welding
0uh3HP895OA,1758,977,3940,Knitting
0UR4hXxt68E,295,4513,4987,Cheerleading
0vCynjlkM5A,0,328,327,Changing car wheel
0VHUSC4YFT4,1935,449,2593,Bungee jumping
0w2XFd-Q9Eg,94,328,462,Playing rubik cube
0WJX2A6PSnA,161,253,526,Cleaning sink
0wpStx2JuS4,5,2024,2072,Playing congas
0WRxp0X0edY,734,141,4771,Curling
0WVkoTBmhA0,715,2420,3846,Sumo
0wwx4wnHv-U,19,168,261,Tennis serve with ball bouncing
0X34KkUlCAI,0,2396,2539,Tug of war
0_xap_BBDrw,33,1387,1436,Layup drill in basketball
0xJPQ1I8-e0,0,831,838,Canoeing
0XRZ2F5B7fQ,0,388,735,Removing ice from car
0xxl3iG3VKY,657,5482,46816,Javelin throw
0Yb2EQlAEYM,593,374,2124,River tubing
0YPfoB84Fes,161,2297,2596,Making a cake
0YQPGAsZPgY,199,165892,166113,Playing congas
0ys4fnsu9Jc,101,1568,1932,Dodgeball
0ysVELHeEyc,402,4272,4962,Painting fence
0z7qHOca3D4,491,437,3460,Horseback riding
0z_dyY_89ys,1983,500,2888,Cleaning windows
0Zg9UgCp4a4,803,581,1646,Hopscotch
0_ZLjaAEx5s,0,4677,4912,Braiding hair
0Z_mhRoqG2E,278,1465,3246,Rock climbing
0zXTrkgUj0U,414,1053,1700,Vacuuming floor
0ZzKrBk1ac8,120,1487,1716,Arm wrestling
10uSu442cOE,174,2867,3384,Playing flauta
12IrPzohRSw,6,3163,3402,Riding bumper cars
12qgT1JASV4,89,730,4776,Doing kickboxing
12sz7NMvyfI,0,2056,2055,Blowing leaves
134sVNOzn_w,571,1877,3132,Fixing the roof
13hdhdieZuc,440,881,1530,Putting on makeup
13vEnzRCKzo,150,3594,3931,Ironing clothes
14AnvDNV5BI,4373,15089,22298,Using the rowing machine
14dA-qLmNZo,628,119,1629,Sailing
14X-i7vqXWU,84607,116448,211123,Cheerleading
15HUSdsIHxg,0,3505,3503,Baton twirling
15Yf7NIDLtM,7254,127674,155256,Decorating the Christmas tree
16g-sBraeKE,1206,2883,5398,Doing nails
16Mq9vM7Nck,298,210,1935,Croquet
16T82DHJClA,4,110,2954,Arm wrestling
17nr8u_ze0o,1345,197,1715,Blowing leaves
17ODXa4CEmI,351,2699,3364,Making a lemonade
17zMW3rzlR4,326,1957,2494,Waxing skis
18QVPZgjy8w,1881,355,3969,Playing badminton
18qVzfQ9VAs,229,1713,2120,Cumbia
19fGZFUE7yE,1066,2264,3364,Playing blackjack
19SHLOheCmo,0,6830,6931,Tai chi
19YCgLDhfoE,288,94,3179,Baton twirling
1aCwFDS0j2A,0,2267,2268,Kneeling
1AEZ9fDDkz4,1362,1002,2362,BMX
1aNOjjLWjxc,5,77,88,Playing beach volleyball
1Ao43T5yRjI,361,3266,4551,Shot put
1aRRlW0k-_4,791,1222,2332,Hurling
1ATBCBUgflA,404,1370,2041,Polishing forniture
1AxGiLSmGZo,0,1402,1500,Windsurfing
1AZxtWKkRlo,99,5357,5790,Cheerleading
1bcm3LHTI_w,1474,50,3237,Playing congas
1BfYAuxv6Wk,552,1140,1902,Mixing drinks
1BWF1U1dJ_w,558,87,2538,Making a sandwich
1C0Ur7fen8s,0,634,1068,Table soccer
1cccnJAK7TI,18,432,1995,Getting a tattoo
1Cdqwg7Giv4,496,487,5581,Discus throw
-1CEVKeAyA8,615,4759,6063,Knitting
1Cf8TkmsbMU,369,318,4078,Spinning
1d6FGbM4FRM,0,3159,3158,Laying tile
1D7iddqIIhM,8127,7606,15846,Smoking hookah
1dFLeGRT0NQ,540,3308,4545,Hula hoop
1dM62Xpm9Ns,2205,2088,5605,Sharpening knives
1Dpm9kvn3M8,59,1123,1268,Smoking a cigarette
1DvNkSGk-JA,0,1661,2019,Waterskiing
1ezOsdHncXo,951,595,1997,Washing hands
1f8iBakydSI,10,13711,13740,Using the rowing machine
1F_CSpL_4Dg,551,3072,3721,Snow tubing
1fF1OQtpctg,230,5510,6409,Cheerleading
1FFbrlvDQ7c,1412,1559,5881,Capoeira
1FKoT6uFsjY,1410,3418,5547,Putting in contact lenses
1FlnQzPzS2Q,200,80614,81006,Running a marathon
1fmaEo3wzxg,483,5186,5791,Getting a tattoo
1FMjfLRpXwM,1647,1766,4255,Braiding hair
1fyxOUEihAQ,200,30329,110002,Blowing leaves
1G3rv9ssDY4,11220,85801,105742,BMX
1G5cu1NvDFw,551,410,1293,Powerbocking
1gM0xfKN-Kc,5,5659,6620,Using the monkey bar
1GQARL4coRo,0,3195,3529,Surfing
1gradpCDbPU,180,346,1804,Washing hands
1GXQLnTalcg,257,149,3294,Brushing teeth
1GzrcmQ5Pcc,317,893,3842,Dodgeball
1hTqfvjis9E,664,334,1196,Hammer throw
1HWajOhmPVg,4697,9061,26652,Hammer throw
-1IBHYS3L-Y,0,4624,6318,Removing ice from car
-1IlTIWPNs4,0,2581,2580,Shoveling snow
1ILXipBgbTs,0,1356,1507,River tubing
1iP5k9jHBRU,2375,34835,50891,Plastering
1izVZnE0l7k,7475,155353,208353,Washing dishes
1JeK3U_nUUc,0,4253,4250,Beach soccer
1JEQbXJC85w,1551,4257,6711,Preparing salad
_1JGrGGCY9k,508,4925,5517,Zumba
1KKVWzCwRSA,386,96933,123977,Snowboarding
1kMPW5huHWQ,5,201,1683,Playing rubik cube
1KVxpHAC08g,47,4034,4110,Having an ice cream
1LdbczjQPII,488,4406,4892,Playing ten pins
1LrEiYVd3qg,2264,623,5476,Starting a campfire
1lu7Sbu3a6o,966,882,1847,Snow tubing
1MQkI4UafqE,57,2028,2388,Tumbling
1-nEQf-TJPE,269,64,1664,Mixing drinks
1nXLVjfupto,3747,1404,6870,Wrapping presents
1o9RGnujlkI,702,2192,3913,Archery
1oaJBEdY6ao,16835,20546,39314,Mowing the lawn
1o-Fx2dGfpc,845,783,2332,Playing violin
1OJa2iiFxfk,477,6000,6794,Polishing shoes
1Om21fCH1sI,0,114,902,BMX
1OmzECVyIww,486,624,1371,Using the pommel horse
1opIvQF0m_M,1739,1644,3479,Kayaking
1oyWMusaDTI,0,1851,1863,Windsurfing
1P_BTFhNZFo,200,106660,140943,Baton twirling
1p_HYu0EZAk,314,580,1363,Washing dishes
1_PiNdPt6RU,47,84,450,Gargling mouthwash
1pOmOTz-bzk,4243,55322,63589,Kayaking
1PpVSeE2BJ8,6,111,1446,Having an ice cream
1PTNnaEu8xo,30848,86682,163422,Capoeira
1P_y_DLlg-E,173,614,787,Blowing leaves
1qi8ZXUH_wY,0,1833,2473,Wrapping presents
1QjVfj0S8qQ,255,1551,1880,Fixing the roof
1R25VGmqS9o,0,1081,1079,Playing field hockey
1RJgvoFfbkI,204,2265,2561,Capoeira
1RMNLqb8OWI,103,4386,4905,Blowing leaves
1RQOgX36Z2E,484,2763,5465,Changing car wheel
1RYEOaCeV4k,1378,3098,5242,Cutting the grass
1sA-lEbrgak,172,221,1752,Clean and jerk
1SdH6HFnOZA,10,75392,123220,Beach soccer
1sp7zRy1Rxo,508,49,3970,Skiing
1SQAnbh_lcM,178,6264,6713,Sharpening knives
1stYB5_yR5k,3006,360,4546,Painting fence
1SXVKikAHdM,1924,2765,5387,Rollerblading
1t0yXLlX1XE,5,2482,2540,Playing ten pins
1tEJRzqqalM,13521,191106,231131,Grooming horse
1tRTSOnylOs,0,1031,1030,Bullfighting
1TWdrO8cCxA,0,2074,2072,Rope skipping
1uC0xzyx4Bc,2966,1584,5298,Laying tile
1UIhgxQXcfI,573,2300,5390,Baking cookies
1UQYk6ohuRE,0,4948,5304,Trimming branches or hedges
1Uur858vdY8,97,501,769,Long jump
1V0TqgcXSVk,831,1797,3138,Doing step aerobics
1VAugQRO05g,10614,33042,110080,Drum corps
1VDNFR3vQR4,52,1517,1581,Doing kickboxing
1VmqefkNV_8,2910,815,5153,Doing kickboxing
1wqSUOGmpBs,114,3271,3884,Sumo
1WR4jgFCqRw,10,81283,81240,Painting fence
1WSFrupQzQI,1039,831,1870,Bullfighting
1Xav7gMRCOQ,324,738,1108,Doing step aerobics
1xcFq3SkTKk,897,3228,4393,Doing step aerobics
1XicledQXng,56273,33046,121018,Brushing hair
1xQTlp0hscs,2068,4125,7031,Painting
1XQUDJhMcj8,220,395,3624,Running a marathon
1Xt1gZfZ2Rw,368,59,3840,Waxing skis
1Y1pKGFm-pQ,7,154,982,Putting on makeup
1Y3BV0Awjuo,158,1483,1667,Peeling potatoes
1y9s_l_DIEk,583,20165,20820,Doing karate
1_YFTTzzLrI,127,97,865,Playing rubik cube
1YGz5CQBflM,484,542,2466,Arm wrestling
1Z3mjpu1I2A,217,4005,4576,Washing dishes
1ZuUq5rVwPs,114,2641,3791,Plastering
1zyyumIi0iQ,667,2299,6952,Cheerleading
20i6YGSnt-c,134,1111,1364,Shaving
21krmbuT21s,0,1546,1740,Using uneven bars
22n4w0uferc,212,5110,5676,Waxing skis
23ApAC123aQ,1025,1142,4006,Hand car wash
23-lat1nVJg,0,145,252,Knitting
259K1wC2IMk,161,1476,3570,Mooping floor
25dJIdZj6Xs,0,93,102,Scuba diving
26qGsfI9tZ8,1008,362,1476,Fun sliding down
27e4y89XeyI,129,354,600,Ironing clothes
27Pg4wHah2I,0,52,2802,Playing piano
28GYivx4lyk,1,91,92,Table soccer
28P5f3p_32g,0,4184,4183,Sharpening knives
28QW8P1x_LE,0,5686,5775,Zumba
29k1TypoU4w,107,2366,2596,Kneeling
29kX1NaPGP0,1117,1867,2984,Tennis serve with ball bouncing
29Vrl0rJbSo,244,6111,6420,Blow-drying hair
2bEr09bbqAA,2128,849,3056,Kayaking
2b_hjshny54,386,4573,4960,Swimming
2bkQz8BcKZ4,0,3543,3544,Baton twirling
2bnO6YWXCiU,506,144,1655,Spread mulch
2CfCDcCuOO4,0,2180,2179,Disc dog
2cUJTeArPsI,885,12734,14550,Using the monkey bar
2cYfV33Qw4Y,5,4099,4953,Canoeing
-2DajzzRwn0,0,5586,5733,Tug of war
2DCeEAz8iO8,59673,38848,164075,Playing polo
2dFLbFsFyuY,110,457,2441,Shot put
2Dlfwnvz76Q,146,1568,1938,Playing harmonica
2DMOP9Fy91U,292,2875,3978,Hula hoop
2DtotlMv9Gg,160,1270,1572,Hurling
2duxXAsCW0k,64,486,1022,Hand car wash
2DvHUEFc5VA,447,74,4784,Making a cake
2DvMNOas7jY,4,3732,4079,Longboarding
-2dxp-mv2zo,1253,248,3786,Baking cookies
2eep4G5Tgho,0,799,799,Cutting the grass
2EfjOGiEeJs,728,909,2115,Beach soccer
2EQMXueAmCA,11,781,816,Playing squash
2ErgL7-MXHw,6,308,331,Trimming branches or hedges
2ESPauwYUnQ,63,553,756,Ironing clothes
2FcdD7WapJM,179,565,1690,Gargling mouthwash
2FjaU9wfxaU,1661,453,4839,Grooming dog
2FKWKDEg5KE,12759,116751,204444,Fixing the roof
2fp9Ni7Ms6A,307,931,1377,Grooming dog
2FRzNpVz6f8,13,1383,1411,Playing polo
2fs09c8gFsk,0,2886,3034,Riding bumper cars
2gc5VDx2xY8,180,245,575,Calf roping
2gc7pCOg-NE,152,3916,4664,Playing squash
2glmVDTPY44,770,6006,6777,Snowboarding
2GSSuYAWFc8,157,2741,3768,Getting a piercing
2-hF-v79XyQ,19675,93363,119014,Futsal
2hgXJR5QdkU,83,3013,3151,Smoking hookah
2I9xymLVssI,3457,60,6451,Roof shingle removal
2iBb6ArHweI,1465,375,2429,Applying sunscreen
2i_rotAjuoE,838,3867,5844,Horseback riding
2j-DRUk2yCs,272,2007,2427,Tumbling
2jpnkf-xgf0,294,3959,4844,Baking cookies
2kx--bbqXHg,34439,187307,225332,Starting a campfire
2KYGAq5qQCI,234,468,1921,Plastering
2l50doS2wB4,339,4207,6108,Cleaning shoes
2LzWCwYtUzs,387,232,1658,Peeling potatoes
2mI7NL54yP8,1149,2559,4273,Doing motocross
2Mj26IwwEiY,5,6313,6324,Hanging wallpaper
2mmN96TdEdY,0,6558,6558,Playing rubik cube
2mOQx0l1158,913,4250,5470,Assembling bicycle
2mVwrM0qOGw,2569,282,5480,Archery
2Mw-3jScc0M,2593,1543,5654,Wakeboarding
2N129Bw1jiQ,130,285,538,Hopscotch
2n6MvpNewpI,6,2259,2311,Mooping floor
2NAbdlHXcTI,24,569,632,Discus throw
2NAs35b7fck,5,4741,4752,Futsal
2NITA0d4vqo,785,3010,4749,Ping-pong
2OEa00knM9E,64,1183,1540,Calf roping
2OEc8kPVn_Y,221,5373,6375,Tai chi
2Ot4ZPYpNwI,54,4716,4956,Playing harmonica
2O-TyeSMueg,1045,1210,6632,Scuba diving
2PAVJbmj2lQ,24,1625,1728,Layup drill in basketball
2PBdNJcQcp4,544,4445,5445,Belly dance
2PCZkpF1_wU,1382,2270,4063,Making a cake
2Peh_gdQCjg,1969,1420,3537,Playing badminton
2pJTak2Qz8Q,588,6232,7121,Skiing
2Q0WGQbJbso,227,1639,3205,Playing violin
2qcdjyT7nDY,7788,193416,225698,Cheerleading
2QeU2xYPdWE,41250,29320,76174,Discus throw
2qN85UKyL2s,0,2309,2309,Playing pool
2QO41PbOUJ0,109,2409,2559,Smoking a cigarette
2rA5pyel_NE,0,3308,3450,Having an ice cream
2RfasAe0-tA,114,1115,1277,Cumbia
2RpAv3irv1c,1569,3064,4835,Braiding hair
2R_TVXvocQs,5808,92137,169170,Zumba
2RxbcK90TeA,0,623,636,Canoeing
2SBTnunPQrQ,15422,197262,229904,Polishing shoes
2SMmL6kIx-w,235,5291,5798,Ballet
2SnFlGUHKnc,0,2489,2489,Baton twirling
2syOa4jpZDU,0,2855,2856,Clipping cat claws
2_Tgrk8iJpE,1228,590,2123,Dodgeball
2Tm_2wgv2Zs,612,530,1753,Table soccer
2U0vMYnC49c,10,49142,50586,Removing ice from car
2u1gdf_53C0,233,1300,2203,Painting furniture
2Ua6E2a6kT4,302,865,1333,Painting fence
2U_BUV8PLtk,208,1814,2232,Assembling bicycle
2UJ4wqJt_Y8,6,80,90,Rollerblading
2UjVfKEcj4g,691,3128,3819,Cleaning shoes
2uMG44uNDJ8,2126,1024,7035,Hand car wash
2Vf8yqNHaGM,10,28930,28996,Hitting a pinata
2vixXUJiNhk,0,5650,6682,Scuba diving
-2VNLsk1s34,507,447,6371,Shot put
2VvCuSFicyA,0,3091,3091,Walking the dog
2vy0dMXhlWI,103,3140,3322,Chopping wood
2VYQ4q24D-4,5,1339,2781,Longboarding
2VYZeOa6804,2072,640,5701,Playing water polo
2w3FSD235TY,3591,769,6164,Horseback riding
2w7Fxoeo_Qk,545,280,1203,Playing ten pins
2wC0d2XUses,0,925,925,Shuffleboard
2WeG8QGOfcI,268,5938,6374,Zumba
2WKy0FvMtCM,395,3959,5760,Making a cake
2wUKu5UIHmI,3656,3927,100822,Putting on makeup
2WvbAEMG5DU,711,636,1788,Building sandcastles
2WwWzzO6rZQ,126,2487,2699,Using the balance beam
2WzsyEvhPPI,1626,1939,6682,Wrapping presents
2Xfigl8xrXc,87,103,1384,Shaving legs
2-xMWBQA7iM,440,856,2240,Using the rowing machine
2-xPjKzp-Kk,123,6375,6622,Playing blackjack
2xQVZorob1Q,37336,90654,136072,Shoveling snow
2x-Xqt98Ek4,2414,1585,4180,Playing congas
2YE_8XDuDBI,6982,128438,135635,Playing drums
2YeImloBCA8,94,4845,5032,Doing step aerobics
2yjRePOzYq4,245,138,1070,Triple jump
2YSsqivrvR4,136,1571,1649,Playing guitarra
2zFmooC8gUg,0,6544,6543,Roof shingle removal
2zl0O1VRDC4,93,1767,3985,Fixing the roof
2zQk4ZEfzf4,0,1137,1135,Hammer throw
2zvN1cL1uik,1760,2662,5744,Smoking hookah
2zwUExKXw9s,3809,35957,42841,Horseback riding
306mYrvdzIk,0,207656,229336,Volleyball
30y8Uy0B_uk,184,756,4140,Rock climbing
31KEa5VhvPs,0,0,5315,Curling
32-Bxdbf3mQ,3986,31273,35344,Mowing the lawn
32EWNGHBctI,42779,4031,64575,Tennis serve with ball bouncing
33SI8z8PovA,40461,62822,227344,Washing face
34cQhizPKfc,3730,300,5497,Skiing
34eCEU2Y4T0,940,123,4637,Washing face
352jrqIWSFY,22,179,215,Doing a powerbomb
35DlDj_hzvg,16,133,160,Clean and jerk
35Xzs3Bz1hQ,1774,132,2286,Drinking coffee
36JC5C6I4sg,0,4101,5628,Hand car wash
36K1e9WgEpU,5,3303,3315,River tubing
36lphp9tnMk,0,4292,4537,Drinking beer
37pwbUp8t1I,426,4144,4795,Breakdancing
37Q3so6ERxs,2,228,239,Drinking beer
37siIMJNG9Y,1225,325,2452,Gargling mouthwash
38nAdby_fTw,436,3553,4387,Doing motocross
38qpTblXDTw,4,15778,16014,Cutting the grass
39FIjDeot-s,399,1086,3164,Doing karate
3A26j50_awY,382,283,792,Long jump
3am00ii0n-o,2650,348,6385,Playing flauta
3aQnQEL3USQ,0,6089,6088,Powerbocking
3ArMGKnxlcU,0,119930,152791,Kayaking
3AWvyAJv20g,2187,979,4074,Ironing clothes
3AZgr5HkSDY,327,4847,5666,Doing step aerobics
-3baQGb2zIY,0,0,3129,Baton twirling
3boxQwSpv-8,92,554,899,Washing hands
3bTGq7QDjUg,0,1514,1522,River tubing
3C00m8lkJi0,139,871,1298,Spread mulch
3C4Nry679BA,33,302,346,Preparing salad
3CImIarFM30,5,294,305,Spread mulch
3cjtV-ldvto,190,4329,5089,Baking cookies
3CJW0qBwwx4,0,2970,3791,Hand car wash
3cmHM1Yu92s,130,596,2259,Elliptical trainer
3CO7fRiJOy4,10,23823,24136,Riding bumper cars
3ddoLUFrGsE,200,2082,3016,Putting on makeup
3dR4MEUDHa0,92,1811,3685,Ping-pong
3Edxa-t4MxA,919,3829,4753,Cheerleading
3ekMufBfUdw,599,19,3048,Blow-drying hair
3eQqgH3PJBo,0,4691,4710,Playing pool
3EuY86B4uTo,1378,980,4908,Paintball
3fAVDJyrSQs,181,2062,2273,Chopping wood
3fg_CB3rBSk,0,142147,156082,Hitting a pinata
3gc3nddr8TE,3918,52618,58070,Playing field hockey
3GgQdXjJfEU,6,194,211,Javelin throw
3_Gha8keu-A,286,4758,5096,Zumba
3gpgeAMy6a8,10,36816,36859,Kite flying
3gQsAKZ71tU,510,45,2660,Playing squash
3H7ZS0E90pY,99,2769,3230,Using the balance beam
3HBAcaU552I,0,632,3714,Gargling mouthwash
3Hgwyprv8u4,416,674,1681,Vacuuming floor
3HHAEmr0Q34,27,340,377,Tennis serve with ball bouncing
3_hJrb_aDWU,336,409,1077,Kayaking
3HP2E_a9xrU,5988,205296,213285,Hitting a pinata
3hp7kPpZDhs,622,431,2285,Triple jump
3hSPAtKORgk,42284,38846,81094,Futsal
3HUoSa_3vpc,154,2246,2469,Mixing drinks
3HUvtWSu4mA,239,1441,3067,Clipping cat claws
_3hVtPVXTmg,6362,24947,45897,Using uneven bars
3I6LMFdA2lc,28,2516,2588,Brushing hair
3IdaN49b9xg,10,27977,36989,Carving jack-o-lanterns
3j4OdbgaoAM,33144,5772,127606,Playing polo
3j52keiQuiw,0,2988,2986,Using the balance beam
3jb0w48ACkU,413,83,498,Starting a campfire
3jEnu5mEYA4,3563,1001,5300,Preparing pasta
3JNNjd9fv7U,526,2016,4680,Vacuuming floor
3jt4XE6ilIQ,580,351,1648,Bullfighting
3J_-uEjb8UE,4502,819,6577,Removing ice from car
3k5dJSs2zkg,696,209,1475,Running a marathon
3K62qZ2hGyw,192,3569,3857,Belly dance
3kcGcDv0NOw,46,106,2206,Discus throw
3kEAg-JtDBY,5,384,432,Doing karate
_3lgJ6yp7o8,6,328,685,Kayaking
3lla2AaJgNA,0,230,645,Ironing clothes
3LrLgh2rlAM,1115,13761,15155,Clean and jerk
3LyyqeVeYkI,29,365,494,Calf roping
3mlxwa9Ve5I,1138,1231,3302,Shaving
3MqnXsnEAkM,25369,13530,154906,Snatch
3mymOHc5-Gs,905,759,2495,Cleaning shoes
3N1tbv5Z6Kk,116,3427,3652,Tango
3NFWgG4_6NI,279,4819,5697,Hula hoop
3nLA8R3ULSE,0,2791,3068,Doing motocross
3NSikmqK3Ys,1618,85,2024,Walking the dog
3nvKiZeVfGY,0,344,451,Curling
3nvVkcxxaJ4,0,259,271,Playing piano
3OGD7if0zs8,293,249,2853,Baking cookies
3oS_28utt2Y,4,1539,2136,Surfing
3osNjmYjTGg,0,839,848,Pole vault
3pBldeB3uaE,1167,194,3116,Springboard diving
3PC5_h68qkc,512,580,4830,Rafting
3Rc2pPAQ-Cs,0,0,3868,Playing congas
3ROld-bSgPQ,6,806,2535,Having an ice cream
3rqesp6F95Q,0,1214,1206,Table soccer
3S5RoKVsAys,3641,493,4514,Shaving
3S7EwcX-Rd0,319,989,2249,BMX
3sAcnQxBchE,7,1767,2023,Smoking a cigarette
3S_aifr5rG4,31862,40033,148924,Horseback riding
3sL7fLHM09c,137,711,926,Using uneven bars
3SL_Au0H0cw,180,2755,2999,Tai chi
-3Ss9jSRbKk,989,236,2026,Doing crunches
3svMy4Kfjd8,0,1001,3504,Waterskiing
3tfGg2rVv6o,23982,89781,187151,Baton twirling
3tRTl23mhVQ,662,1001,2013,Javelin throw
3TwqeiVbpS8,348,1414,4238,Waterskiing
3UbQ0UDmbbw,1846,7292,10651,Removing ice from car
3UgGvKnelfY,10,115555,115529,Roof shingle removal
3UOWHwwxczI,159,48,1928,Rock climbing
3Vj0GcB_qh4,185,602,1979,Playing violin
3VkqckKyshc,0,1666,1664,Kite flying
3VoIt9XkPEM,534,55,5041,River tubing
3vs3ofTw1vY,506,5793,6619,Snow tubing
3vVhq-v5-wM,295,370,910,Playing ten pins
3VzXH3o88mw,5,308,3241,Preparing pasta
3w5xIOwFUXU,1698,647,5321,Drinking beer
3W92sMbvoaE,0,885,885,Snow tubing
3Wjig_NRlnU,655,49,2659,Tai chi
3WyJNIqDFQg,609,329,1600,Kneeling
3X2CY79a0X8,2,1189,1230,Cutting the grass
3xEonDbWxTM,937,1946,3249,Hanging wallpaper
3xUAyMuqBrQ,136,127,881,Making an omelette
3Y46yorcd5Q,307,5563,7012,Surfing
3YdmY4oPE5s,0,1832,1841,Croquet
3YDQ9wZtIgw,33,6995,7068,Playing lacrosse
3YiGMRp-7B4,3275,19897,23980,Doing karate
3Z4b34lBnyU,70,73,304,Doing a powerbomb
3zDw5mwGIW0,392,3295,3796,Painting
3zjhYw-TVQw,44037,4364,63556,Spread mulch
3ZJQHfrfR2M,0,0,1199,Raking leaves
3zMCxmdkcRY,480,4164,4852,Ballet
3zPoB-_JxEc,3147,34814,42031,Smoking a cigarette
3zT7x5jZEfI,570,6184,6906,Volleyball
3ZUy7h-dN38,0,5514,5710,Playing guitarra
40Sf-iICgzw,6,1061,1116,Playing congas
41xqneu4_RA,6767,10859,100930,Playing racquetball
42i3phJnY4M,0,1506,1551,Bullfighting
43gst-Mw43s,567,155,1882,Roof shingle removal
43hQNmW-6_k,741,4206,5078,Breakdancing
43j1BAyP6Q0,0,5228,5370,Elliptical trainer
4_3m_-SGzXw,2544,1000,4193,Hanging wallpaper
43OU5XCzLzo,6,980,1080,River tubing
44BfVJnhBgc,2508,2291,5089,Running a marathon
44htu_ovvLs,720,498,1705,Horseback riding
44M2Ov9JzUE,5,1640,1670,Playing beach volleyball
44r5SAczrOg,5,1228,1327,Playing rubik cube
45Bscg4Qe-I,467,88,5649,Playing ten pins
45v95EtrJX0,19,104,124,Shuffleboard
45WfFPM5yvw,716,4381,5103,Windsurfing
